# TriggerType: TRIGGER_SECOND
#-----
#TimeStamp	Sec	Hth	Con	ConD	Fin	FinD	Data	DataD	Pkt	PktD
21:32:46.482	0	0.0	0	0	2	2	14823	14823	451	451	
21:32:47.482	1	2.153316106804479E-4	1	1	4	2	16643	1820	507	56	
21:32:48.483	2	2.153316106804479E-4	1	0	4	0	16643	0	507	0	
21:32:49.482	3	2.153316106804479E-4	1	0	4	0	16643	0	507	0	
21:32:50.482	4	2.153316106804479E-4	1	0	4	0	16643	0	507	0	
21:32:51.482	5	2.153316106804479E-4	1	0	7	3	31685	15042	965	458	
21:32:52.482	6	4.306632213608958E-4	4	3	28	21	34259	2574	1035	70	
21:32:53.482	7	4.306632213608958E-4	4	0	30	2	34398	139	1038	3	
21:32:54.482	8	4.306632213608958E-4	4	0	30	0	34398	0	1038	0	
21:32:55.482	9	4.306632213608958E-4	4	0	30	0	34398	0	1038	0	
21:32:56.482	10	4.306632213608958E-4	4	0	32	2	49879	15481	1507	469	
21:32:57.482	11	8.613264427217916E-4	8	4	76	44	54406	4527	1614	107	
21:32:58.482	12	8.613264427217916E-4	8	0	76	0	54479	73	1615	1	
21:32:59.482	13	8.613264427217916E-4	8	0	76	0	54479	0	1615	0	
21:33:00.482	14	8.613264427217916E-4	8	0	76	0	54479	0	1615	0	
21:33:01.483	15	8.613264427217916E-4	8	0	76	0	69962	15483	2082	467	
21:33:02.485	16	0.0010766580534022395	13	5	134	58	77097	7135	2249	167	
21:33:03.485	17	0.0017226528854435831	19	6	238	104	87004	9907	2412	163	
21:33:04.485	18	0.0017226528854435831	19	0	248	10	89710	2706	2454	42	
21:33:05.485	19	0.0017226528854435831	19	0	248	0	89710	0	2454	0	
21:33:06.485	20	0.0017226528854435831	19	0	249	1	105700	15990	2936	482	
21:33:07.486	21	0.0034453057708871662	31	12	369	120	122828	17128	3276	340	
21:33:08.486	22	0.006029285099052541	36	5	536	167	151817	28989	3713	437	
21:33:09.487	23	0.006029285099052541	36	0	542	6	154073	2256	3745	32	
21:33:10.486	24	0.006029285099052541	36	0	542	0	154073	0	3745	0	
21:33:11.487	25	0.006029285099052541	36	0	542	0	169524	15451	4212	467	
21:33:12.487	26	0.008613264427217916	48	12	650	108	185577	16053	4549	337	
21:33:13.488	27	0.01313522825150732	55	7	983	333	248827	63250	5491	942	
21:33:14.488	28	0.01313522825150732	55	0	1002	19	254737	5910	5577	86	
21:33:15.488	29	0.01313522825150732	55	0	1002	0	261818	7081	5674	97	
21:33:16.488	30	0.01313522825150732	55	0	1002	0	281749	19931	6197	523	
21:33:17.488	31	0.017011197243755383	68	13	1140	138	308454	26705	6722	525	
21:33:18.489	32	0.031007751937984496	90	22	1714	574	456367	147913	8895	2173	
21:33:19.489	33	0.0355297157622739	90	0	1883	169	520048	63681	9792	897	
21:33:20.490	34	0.0355297157622739	90	0	1886	3	520486	438	9798	6	
21:33:21.490	35	0.0355297157622739	90	0	1888	2	534876	14390	10232	434	
21:33:22.491	36	0.043712316968130924	112	22	2166	278	581326	46450	11054	822	
21:33:23.492	37	0.0661068044788975	138	26	3116	950	871962	290636	15258	4204	
21:33:24.492	38	0.08161068044788974	141	3	3529	413	1049037	177075	17741	2483	
21:33:25.492	39	0.08397932816537468	141	0	3583	54	1061459	12422	17915	174	
21:33:26.492	40	0.08397932816537468	141	0	3583	0	1074533	13074	18309	394	
21:33:27.492	41	0.09474590869939707	157	16	3775	192	1140109	65576	19421	1112	
21:33:28.492	42	0.1388888888888889	199	42	4863	1088	1593026	452917	25942	6521	
21:33:29.493	43	0.16580534022394489	202	3	5472	609	2019584	426558	31880	5938	
21:33:30.493	44	0.16968130921619293	202	0	5550	78	2050164	30580	32300	420	
21:33:31.493	45	0.16968130921619293	202	0	5550	0	2060823	10659	32623	323	
21:33:32.493	46	0.1780792420327304	215	13	5670	120	2092453	31630	33265	642	
21:33:33.493	47	0.2351421188630491	262	47	6812	1142	2579227	486774	40323	7058	
21:33:34.493	48	0.28294573643410853	266	4	7706	894	3281141	701914	50061	9738	
21:33:35.493	49	0.28940568475452194	266	0	7842	136	3329293	48152	50725	664	
21:33:36.493	50	0.28940568475452194	266	0	7842	0	3338077	8784	50989	264	
21:33:37.493	51	0.29780361757105944	275	9	7935	93	3375171	37094	51715	726	
21:33:38.493	52	0.36003445305770887	320	45	8791	856	3810417	435246	58089	6374	
21:33:39.493	53	0.42291128337639966	331	11	9773	982	4870411	1059994	72803	14714	
21:33:40.493	54	0.44142980189491815	331	0	10004	231	5192824	322413	77224	4421	
21:33:41.493	55	0.44164513350559864	331	0	10006	2	5201164	8340	77444	220	
21:33:42.493	56	0.4459517657192076	335	4	10054	48	5223018	21854	77934	490	
21:33:43.493	57	0.5195951765719208	386	51	10915	861	5640026	417008	84110	6176	
21:33:44.493	58	0.6016365202411714	395	9	11923	1008	6825299	1185273	100587	16477	
21:33:45.493	59	0.6339362618432386	395	0	12285	362	7105038	279739	104430	3843	
21:33:46.493	60	0.6345822566752799	395	0	12291	6	7110389	5351	104573	143	
21:33:47.493	61	0.6427648578811369	399	4	12359	68	7138131	27742	105123	550	
21:33:48.493	62	0.7011197243755384	436	37	12955	596	7514423	376292	110715	5592	
21:33:49.493	63	0.7667958656330749	444	8	13603	648	8494036	979613	124372	13657	
21:33:50.493	64	0.7943583118001722	444	0	13868	265	8746303	252267	127831	3459	
21:33:51.493	65	0.7960809646856158	444	0	13881	13	9123795	377492	133035	5204	
21:33:52.493	66	0.7982342807924203	445	1	13898	17	9426560	302765	137284	4249	
